claim_description
Single Vehicle Collision reported on 2015-01-25. Major Damage
Multi-vehicle Collision reported on 2015-01-07. Major Damage
Multi-vehicle Collision reported on 2015-02-24. Total Loss
Single Vehicle Collision reported on 2015-02-02. Major Damage
Parked Car reported on 2015-02-28. Trivial Damage
Multi-vehicle Collision reported on 2015-02-09. Major Damage
Multi-vehicle Collision reported on 2015-01-19. Total Loss
Vehicle Theft reported on 2015-02-21. Minor Damage
Single Vehicle Collision reported on 2015-01-14. Major Damage
Multi-vehicle Collision reported on 2015-01-22. Minor Damage
Parked Car reported on 2015-02-22. Trivial Damage
Vehicle Theft reported on 2015-01-26. Trivial Damage
Single Vehicle Collision reported on 2015-01-24. Minor Damage
Single Vehicle Collision reported on 2015-02-19. Major Damage
Multi-vehicle Collision reported on 2015-01-29. Minor Damage
Parked Car reported on 2015-02-15. Minor Damage
Multi-vehicle Collision reported on 2015-02-12. Total Loss
Vehicle Theft reported on 2015-01-01. Minor Damage
Multi-vehicle Collision reported on 2015-01-13. Major Damage
Multi-vehicle Collision reported on 2015-03-01. Major Damage
Single Vehicle Collision reported on 2015-02-02. Major Damage
Multi-vehicle Collision reported on 2015-01-27. Major Damage
Single Vehicle Collision reported on 2015-01-12. Minor Damage
Single Vehicle Collision reported on 2015-01-06. Major Damage
Multi-vehicle Collision reported on 2015-01-30. Total Loss
Multi-vehicle Collision reported on 2015-03-01. Major Damage
Vehicle Theft reported on 2015-02-24. Minor Damage
Multi-vehicle Collision reported on 2015-01-24. Total Loss
Single Vehicle Collision reported on 2015-02-26. Minor Damage
Multi-vehicle Collision reported on 2015-01-19. Major Damage
Single Vehicle Collision reported on 2015-01-17. Minor Damage
Multi-vehicle Collision reported on 2015-02-20. Minor Damage
Single Vehicle Collision reported on 2015-02-22. Minor Damage
Single Vehicle Collision reported on 2015-01-23. Major Damage
Single Vehicle Collision reported on 2015-01-31. Major Damage
Multi-vehicle Collision reported on 2015-01-05. Total Loss
Single Vehicle Collision reported on 2015-02-03. Total Loss
Multi-vehicle Collision reported on 2015-02-17. Total Loss
Single Vehicle Collision reported on 2015-01-09. Total Loss
Parked Car reported on 2015-02-08. Minor Damage
Single Vehicle Collision reported on 2015-02-06. Major Damage
Multi-vehicle Collision reported on 2015-01-14. Major Damage
Multi-vehicle Collision reported on 2015-01-22. Minor Damage
Multi-vehicle Collision reported on 2015-02-23. Major Damage
Multi-vehicle Collision reported on 2015-02-22. Major Damage
Single Vehicle Collision reported on 2015-01-24. Total Loss
Single Vehicle Collision reported on 2015-02-09. Minor Damage
Single Vehicle Collision reported on 2015-01-19. Major Damage
Vehicle Theft reported on 2015-01-01. Minor Damage
Multi-vehicle Collision reported on 2015-01-07. Minor Damage
Multi-vehicle Collision reported on 2015-02-01. Minor Damage
Multi-vehicle Collision reported on 2015-02-21. Total Loss
Single Vehicle Collision reported on 2015-01-21. Total Loss
Vehicle Theft reported on 2015-01-19. Trivial Damage
Parked Car reported on 2015-02-27. Minor Damage
Single Vehicle Collision reported on 2015-02-14. Major Damage
Multi-vehicle Collision reported on 2015-02-01. Total Loss
Single Vehicle Collision reported on 2015-02-02. Major Damage
Multi-vehicle Collision reported on 2015-02-01. Major Damage
Single Vehicle Collision reported on 2015-01-19. Minor Damage
Single Vehicle Collision reported on 2015-02-18. Major Damage
Single Vehicle Collision reported on 2015-02-08. Major Damage
Single Vehicle Collision reported on 2015-01-09. Total Loss
Multi-vehicle Collision reported on 2015-02-27. Major Damage
Multi-vehicle Collision reported on 2015-01-08. Total Loss
Multi-vehicle Collision reported on 2015-01-08. Total Loss
Multi-vehicle Collision reported on 2015-02-24. Minor Damage
Single Vehicle Collision reported on 2015-02-12. Major Damage
Multi-vehicle Collision reported on 2015-02-18. Minor Damage
Parked Car reported on 2015-02-06. Minor Damage
Multi-vehicle Collision reported on 2015-02-14. Total Loss
Vehicle Theft reported on 2015-02-05. Minor Damage
Parked Car reported on 2015-01-25. Minor Damage
Single Vehicle Collision reported on 2015-01-16. Total Loss
Multi-vehicle Collision reported on 2015-01-28. Total Loss
Single Vehicle Collision reported on 2015-01-21. Major Damage
Multi-vehicle Collision reported on 2015-01-07. Total Loss
Multi-vehicle Collision reported on 2015-02-23. Minor Damage
Single Vehicle Collision reported on 2015-02-14. Major Damage
Multi-vehicle Collision reported on 2015-02-27. Minor Damage
Parked Car reported on 2015-02-21. Trivial Damage
Parked Car reported on 2015-01-05. Minor Damage
Multi-vehicle Collision reported on 2015-01-30. Minor Damage
Single Vehicle Collision reported on 2015-02-26. Total Loss
Multi-vehicle Collision reported on 2015-01-10. Total Loss
Multi-vehicle Collision reported on 2015-02-23. Major Damage
Vehicle Theft reported on 2015-02-05. Trivial Damage
Single Vehicle Collision reported on 2015-01-21. Minor Damage
Single Vehicle Collision reported on 2015-01-07. Minor Damage
Single Vehicle Collision reported on 2015-01-11. Minor Damage
Single Vehicle Collision reported on 2015-02-06. Total Loss
Vehicle Theft reported on 2015-01-24. Trivial Damage
Multi-vehicle Collision reported on 2015-02-18. Major Damage
Single Vehicle Collision reported on 2015-01-12. Minor Damage
Single Vehicle Collision reported on 2015-01-17. Total Loss
Single Vehicle Collision reported on 2015-01-12. Minor Damage
Single Vehicle Collision reported on 2015-01-06. Major Damage
Single Vehicle Collision reported on 2015-02-25. Total Loss
Multi-vehicle Collision reported on 2015-02-16. Total Loss
Vehicle Theft reported on 2015-02-25. Minor Damage
Multi-vehicle Collision reported on 2015-02-21. Major Damage
Single Vehicle Collision reported on 2015-02-16. Total Loss
Parked Car reported on 2015-02-09. Minor Damage
Single Vehicle Collision reported on 2015-02-13. Minor Damage
Single Vehicle Collision reported on 2015-01-11. Total Loss
Vehicle Theft reported on 2015-01-02. Minor Damage
Multi-vehicle Collision reported on 2015-02-12. Total Loss
Multi-vehicle Collision reported on 2015-02-05. Total Loss
Vehicle Theft reported on 2015-01-24. Trivial Damage
Parked Car reported on 2015-01-12. Trivial Damage
Single Vehicle Collision reported on 2015-01-16. Major Damage
Vehicle Theft reported on 2015-01-13. Minor Damage
Vehicle Theft reported on 2015-02-02. Trivial Damage
Single Vehicle Collision reported on 2015-02-28. Minor Damage
Parked Car reported on 2015-01-18. Trivial Damage
Multi-vehicle Collision reported on 2015-02-15. Major Damage
Multi-vehicle Collision reported on 2015-01-31. Total Loss
Single Vehicle Collision reported on 2015-02-10. Minor Damage
Single Vehicle Collision reported on 2015-02-26. Total Loss
Multi-vehicle Collision reported on 2015-02-25. Major Damage
Multi-vehicle Collision reported on 2015-01-08. Total Loss
Parked Car reported on 2015-01-14. Trivial Damage
Vehicle Theft reported on 2015-02-03. Minor Damage
Vehicle Theft reported on 2015-01-05. Trivial Damage
Multi-vehicle Collision reported on 2015-01-24. Minor Damage
Multi-vehicle Collision reported on 2015-01-26. Major Damage
Single Vehicle Collision reported on 2015-01-21. Total Loss
Multi-vehicle Collision reported on 2015-02-06. Minor Damage
Single Vehicle Collision reported on 2015-01-07. Minor Damage
Vehicle Theft reported on 2015-02-10. Trivial Damage
Single Vehicle Collision reported on 2015-02-23. Total Loss
Multi-vehicle Collision reported on 2015-01-09. Minor Damage
Single Vehicle Collision reported on 2015-02-22. Major Damage
Single Vehicle Collision reported on 2015-02-21. Minor Damage
Single Vehicle Collision reported on 2015-02-04. Total Loss
Multi-vehicle Collision reported on 2015-01-07. Total Loss
Multi-vehicle Collision reported on 2015-01-17. Major Damage
Single Vehicle Collision reported on 2015-01-28. Total Loss
Multi-vehicle Collision reported on 2015-02-22. Minor Damage
Single Vehicle Collision reported on 2015-02-16. Major Damage
Multi-vehicle Collision reported on 2015-02-17. Total Loss
Single Vehicle Collision reported on 2015-01-09. Minor Damage
Single Vehicle Collision reported on 2015-02-09. Total Loss
Single Vehicle Collision reported on 2015-02-16. Minor Damage
Multi-vehicle Collision reported on 2015-02-18. Total Loss
Multi-vehicle Collision reported on 2015-01-11. Major Damage
Multi-vehicle Collision reported on 2015-02-04. Major Damage
Multi-vehicle Collision reported on 2015-01-22. Minor Damage
Single Vehicle Collision reported on 2015-01-10. Total Loss
Multi-vehicle Collision reported on 2015-01-10. Total Loss
Single Vehicle Collision reported on 2015-02-16. Major Damage
Single Vehicle Collision reported on 2015-02-08. Minor Damage
Single Vehicle Collision reported on 2015-01-26. Major Damage
Single Vehicle Collision reported on 2015-02-01. Major Damage
Parked Car reported on 2015-02-02. Trivial Damage
Multi-vehicle Collision reported on 2015-02-06. Total Loss
Vehicle Theft reported on 2015-01-01. Trivial Damage
Single Vehicle Collision reported on 2015-01-19. Major Damage
Single Vehicle Collision reported on 2015-01-17. Minor Damage
Multi-vehicle Collision reported on 2015-02-01. Total Loss
Parked Car reported on 2015-01-02. Minor Damage
Single Vehicle Collision reported on 2015-02-20. Major Damage
Multi-vehicle Collision reported on 2015-02-05. Total Loss
Multi-vehicle Collision reported on 2015-02-27. Major Damage
Vehicle Theft reported on 2015-01-27. Trivial Damage
Single Vehicle Collision reported on 2015-01-26. Major Damage
Multi-vehicle Collision reported on 2015-01-13. Major Damage
Multi-vehicle Collision reported on 2015-01-14. Major Damage
Multi-vehicle Collision reported on 2015-02-22. Total Loss
Single Vehicle Collision reported on 2015-01-17. Major Damage
Vehicle Theft reported on 2015-02-02. Trivial Damage
Multi-vehicle Collision reported on 2015-01-07. Major Damage
Parked Car reported on 2015-02-02. Trivial Damage
Single Vehicle Collision reported on 2015-02-07. Major Damage
Multi-vehicle Collision reported on 2015-01-18. Major Damage
Multi-vehicle Collision reported on 2015-01-10. Minor Damage
Single Vehicle Collision reported on 2015-01-30. Minor Damage
Vehicle Theft reported on 2015-01-25. Trivial Damage
Multi-vehicle Collision reported on 2015-01-29. Major Damage
Multi-vehicle Collision reported on 2015-02-24. Minor Damage
Multi-vehicle Collision reported on 2015-01-04. Major Damage
Multi-vehicle Collision reported on 2015-02-25. Total Loss
Multi-vehicle Collision reported on 2015-01-27. Minor Damage
Parked Car reported on 2015-02-19. Minor Damage
Multi-vehicle Collision reported on 2015-01-31. Major Damage
Multi-vehicle Collision reported on 2015-01-18. Minor Damage
Multi-vehicle Collision reported on 2015-01-10. Minor Damage
Multi-vehicle Collision reported on 2015-01-28. Major Damage
Multi-vehicle Collision reported on 2015-02-16. Total Loss
Single Vehicle Collision reported on 2015-02-08. Minor Damage
Multi-vehicle Collision reported on 2015-01-20. Major Damage
Multi-vehicle Collision reported on 2015-02-06. Minor Damage
Multi-vehicle Collision reported on 2015-01-24. Minor Damage
Vehicle Theft reported on 2015-01-14. Trivial Damage
Vehicle Theft reported on 2015-02-18. Minor Damage
Single Vehicle Collision reported on 2015-01-10. Major Damage
Multi-vehicle Collision reported on 2015-02-13. Major Damage
Single Vehicle Collision reported on 2015-02-17. Total Loss
Multi-vehicle Collision reported on 2015-01-07. Total Loss
Vehicle Theft reported on 2015-01-29. Trivial Damage
Single Vehicle Collision reported on 2015-02-13. Major Damage
Parked Car reported on 2015-02-01. Minor Damage
Single Vehicle Collision reported on 2015-01-29. Major Damage
Multi-vehicle Collision reported on 2015-02-06. Total Loss
Multi-vehicle Collision reported on 2015-01-28. Major Damage
Single Vehicle Collision reported on 2015-01-21. Minor Damage
Multi-vehicle Collision reported on 2015-01-16. Minor Damage
Single Vehicle Collision reported on 2015-02-17. Total Loss
Multi-vehicle Collision reported on 2015-02-01. Minor Damage
Parked Car reported on 2015-02-25. Trivial Damage
Parked Car reported on 2015-02-26. Minor Damage
Multi-vehicle Collision reported on 2015-02-06. Major Damage
Vehicle Theft reported on 2015-02-03. Trivial Damage
Multi-vehicle Collision reported on 2015-01-27. Total Loss
Multi-vehicle Collision reported on 2015-01-21. Major Damage
Parked Car reported on 2015-01-24. Trivial Damage
Multi-vehicle Collision reported on 2015-01-17. Minor Damage
Single Vehicle Collision reported on 2015-02-23. Major Damage
Single Vehicle Collision reported on 2015-01-09. Major Damage
Multi-vehicle Collision reported on 2015-02-15. Total Loss
Multi-vehicle Collision reported on 2015-01-16. Total Loss
Multi-vehicle Collision reported on 2015-01-14. Total Loss
Multi-vehicle Collision reported on 2015-01-01. Major Damage
Multi-vehicle Collision reported on 2015-02-16. Major Damage
Single Vehicle Collision reported on 2015-01-04. Total Loss
Multi-vehicle Collision reported on 2015-01-12. Total Loss
Multi-vehicle Collision reported on 2015-01-08. Minor Damage
Single Vehicle Collision reported on 2015-01-22. Minor Damage
Multi-vehicle Collision reported on 2015-01-13. Total Loss
Multi-vehicle Collision reported on 2015-01-18. Total Loss
Multi-vehicle Collision reported on 2015-01-19. Minor Damage
Single Vehicle Collision reported on 2015-01-31. Major Damage
Single Vehicle Collision reported on 2015-02-06. Total Loss
Multi-vehicle Collision reported on 2015-02-04. Major Damage
Single Vehicle Collision reported on 2015-01-02. Total Loss
Multi-vehicle Collision reported on 2015-02-26. Total Loss
Multi-vehicle Collision reported on 2015-02-08. Major Damage
Multi-vehicle Collision reported on 2015-02-07. Total Loss
Multi-vehicle Collision reported on 2015-02-17. Total Loss
Multi-vehicle Collision reported on 2015-01-12. Minor Damage
Multi-vehicle Collision reported on 2015-02-01. Major Damage
Single Vehicle Collision reported on 2015-02-03. Major Damage
Single Vehicle Collision reported on 2015-02-21. Major Damage
Multi-vehicle Collision reported on 2015-01-09. Major Damage
Parked Car reported on 2015-02-16. Trivial Damage
Parked Car reported on 2015-02-04. Trivial Damage
Single Vehicle Collision reported on 2015-02-24. Total Loss
Single Vehicle Collision reported on 2015-02-01. Minor Damage
Multi-vehicle Collision reported on 2015-02-05. Minor Damage
Single Vehicle Collision reported on 2015-01-07. Total Loss
Single Vehicle Collision reported on 2015-02-06. Minor Damage
Multi-vehicle Collision reported on 2015-01-21. Total Loss
Multi-vehicle Collision reported on 2015-03-01. Total Loss
Single Vehicle Collision reported on 2015-02-24. Minor Damage
Single Vehicle Collision reported on 2015-02-02. Major Damage
Vehicle Theft reported on 2015-01-31. Minor Damage
Single Vehicle Collision reported on 2015-01-09. Total Loss
Single Vehicle Collision reported on 2015-02-23. Minor Damage
Single Vehicle Collision reported on 2015-01-28. Minor Damage
Single Vehicle Collision reported on 2015-01-14. Total Loss
Multi-vehicle Collision reported on 2015-02-03. Total Loss
Single Vehicle Collision reported on 2015-02-17. Major Damage
Single Vehicle Collision reported on 2015-01-30. Minor Damage
Multi-vehicle Collision reported on 2015-02-03. Major Damage
Single Vehicle Collision reported on 2015-02-03. Minor Damage
Single Vehicle Collision reported on 2015-01-31. Minor Damage
Multi-vehicle Collision reported on 2015-02-06. Minor Damage
Single Vehicle Collision reported on 2015-02-06. Total Loss
Multi-vehicle Collision reported on 2015-01-29. Major Damage
Multi-vehicle Collision reported on 2015-01-07. Minor Damage
Single Vehicle Collision reported on 2015-01-20. Major Damage
Single Vehicle Collision reported on 2015-02-28. Total Loss
Multi-vehicle Collision reported on 2015-02-04. Major Damage
Multi-vehicle Collision reported on 2015-01-12. Major Damage
Parked Car reported on 2015-02-28. Trivial Damage
Multi-vehicle Collision reported on 2015-01-08. Major Damage
Parked Car reported on 2015-01-25. Minor Damage
Parked Car reported on 2015-02-26. Minor Damage
Vehicle Theft reported on 2015-02-03. Trivial Damage
Single Vehicle Collision reported on 2015-01-31. Minor Damage
Single Vehicle Collision reported on 2015-02-01. Minor Damage
Multi-vehicle Collision reported on 2015-02-21. Major Damage
Multi-vehicle Collision reported on 2015-01-30. Major Damage
Multi-vehicle Collision reported on 2015-01-31. Total Loss
Single Vehicle Collision reported on 2015-01-13. Total Loss
Parked Car reported on 2015-02-16. Minor Damage
Multi-vehicle Collision reported on 2015-02-04. Minor Damage
Multi-vehicle Collision reported on 2015-02-07. Total Loss
Single Vehicle Collision reported on 2015-01-16. Major Damage
Single Vehicle Collision reported on 2015-02-28. Total Loss
Multi-vehicle Collision reported on 2015-02-08. Minor Damage
Multi-vehicle Collision reported on 2015-01-02. Major Damage
Multi-vehicle Collision reported on 2015-01-13. Total Loss
Single Vehicle Collision reported on 2015-01-07. Minor Damage
Multi-vehicle Collision reported on 2015-01-05. Minor Damage
Single Vehicle Collision reported on 2015-02-28. Minor Damage
Single Vehicle Collision reported on 2015-01-04. Minor Damage
Multi-vehicle Collision reported on 2015-02-02. Minor Damage
Single Vehicle Collision reported on 2015-02-23. Major Damage
Single Vehicle Collision reported on 2015-02-10. Total Loss
Multi-vehicle Collision reported on 2015-02-16. Total Loss
Single Vehicle Collision reported on 2015-01-04. Major Damage
Single Vehicle Collision reported on 2015-01-30. Major Damage
Multi-vehicle Collision reported on 2015-01-25. Total Loss
Multi-vehicle Collision reported on 2015-01-22. Total Loss
Multi-vehicle Collision reported on 2015-01-01. Total Loss
Multi-vehicle Collision reported on 2015-02-14. Major Damage
Vehicle Theft reported on 2015-01-15. Minor Damage
Single Vehicle Collision reported on 2015-01-06. Major Damage
Single Vehicle Collision reported on 2015-02-08. Minor Damage
Vehicle Theft reported on 2015-02-17. Trivial Damage
Single Vehicle Collision reported on 2015-01-21. Minor Damage
Multi-vehicle Collision reported on 2015-02-09. Total Loss
Single Vehicle Collision reported on 2015-02-12. Total Loss
Multi-vehicle Collision reported on 2015-02-24. Major Damage
Single Vehicle Collision reported on 2015-02-02. Minor Damage
Single Vehicle Collision reported on 2015-02-14. Minor Damage
Multi-vehicle Collision reported on 2015-02-15. Total Loss
Multi-vehicle Collision reported on 2015-02-28. Minor Damage
Multi-vehicle Collision reported on 2015-01-18. Total Loss
Single Vehicle Collision reported on 2015-01-06. Minor Damage
Vehicle Theft reported on 2015-01-19. Trivial Damage
Parked Car reported on 2015-01-17. Minor Damage
Parked Car reported on 2015-02-12. Trivial Damage
Multi-vehicle Collision reported on 2015-02-11. Minor Damage
Multi-vehicle Collision reported on 2015-02-21. Major Damage
Vehicle Theft reported on 2015-01-02. Minor Damage
Single Vehicle Collision reported on 2015-01-11. Total Loss
Single Vehicle Collision reported on 2015-02-23. Total Loss
Single Vehicle Collision reported on 2015-01-28. Total Loss
Vehicle Theft reported on 2015-02-01. Trivial Damage
Single Vehicle Collision reported on 2015-02-24. Minor Damage
Single Vehicle Collision reported on 2015-01-20. Major Damage
Single Vehicle Collision reported on 2015-01-14. Total Loss
Single Vehicle Collision reported on 2015-02-05. Major Damage
Single Vehicle Collision reported on 2015-01-11. Minor Damage
Multi-vehicle Collision reported on 2015-01-02. Major Damage
Multi-vehicle Collision reported on 2015-02-12. Major Damage
Single Vehicle Collision reported on 2015-01-03. Total Loss
Single Vehicle Collision reported on 2015-02-25. Minor Damage
Multi-vehicle Collision reported on 2015-01-19. Major Damage
Single Vehicle Collision reported on 2015-01-03. Total Loss
Multi-vehicle Collision reported on 2015-02-12. Total Loss
Multi-vehicle Collision reported on 2015-02-24. Total Loss
Single Vehicle Collision reported on 2015-02-25. Major Damage
Single Vehicle Collision reported on 2015-02-17. Minor Damage
Single Vehicle Collision reported on 2015-02-09. Major Damage
Single Vehicle Collision reported on 2015-02-15. Total Loss
Single Vehicle Collision reported on 2015-02-25. Major Damage
Parked Car reported on 2015-02-05. Trivial Damage
Vehicle Theft reported on 2015-01-12. Trivial Damage
Parked Car reported on 2015-01-01. Trivial Damage
Single Vehicle Collision reported on 2015-02-19. Total Loss
Multi-vehicle Collision reported on 2015-01-14. Total Loss
Single Vehicle Collision reported on 2015-01-30. Major Damage
Parked Car reported on 2015-01-20. Minor Damage
Parked Car reported on 2015-02-18. Minor Damage
Single Vehicle Collision reported on 2015-01-07. Total Loss
Single Vehicle Collision reported on 2015-01-16. Total Loss
Single Vehicle Collision reported on 2015-01-15. Minor Damage
Single Vehicle Collision reported on 2015-02-01. Total Loss
Multi-vehicle Collision reported on 2015-01-06. Major Damage
Single Vehicle Collision reported on 2015-02-02. Minor Damage
Single Vehicle Collision reported on 2015-02-25. Total Loss
Parked Car reported on 2015-02-10. Trivial Damage
Multi-vehicle Collision reported on 2015-02-22. Total Loss
Single Vehicle Collision reported on 2015-01-31. Minor Damage
Multi-vehicle Collision reported on 2015-02-12. Minor Damage
Vehicle Theft reported on 2015-01-06. Minor Damage
Single Vehicle Collision reported on 2015-01-01. Major Damage
Single Vehicle Collision reported on 2015-01-07. Total Loss
Single Vehicle Collision reported on 2015-02-21. Minor Damage
Single Vehicle Collision reported on 2015-02-14. Minor Damage
Single Vehicle Collision reported on 2015-02-16. Minor Damage
Multi-vehicle Collision reported on 2015-02-04. Major Damage
Multi-vehicle Collision reported on 2015-01-22. Total Loss
Multi-vehicle Collision reported on 2015-02-15. Total Loss
Single Vehicle Collision reported on 2015-01-07. Major Damage
Multi-vehicle Collision reported on 2015-02-23. Major Damage
Multi-vehicle Collision reported on 2015-01-06. Major Damage
Multi-vehicle Collision reported on 2015-02-07. Minor Damage
Multi-vehicle Collision reported on 2015-02-14. Minor Damage
Single Vehicle Collision reported on 2015-02-15. Major Damage
Multi-vehicle Collision reported on 2015-02-14. Minor Damage
Multi-vehicle Collision reported on 2015-02-05. Total Loss
Vehicle Theft reported on 2015-01-04. Trivial Damage
Parked Car reported on 2015-02-20. Minor Damage
Multi-vehicle Collision reported on 2015-02-05. Total Loss
Single Vehicle Collision reported on 2015-01-15. Major Damage
Single Vehicle Collision reported on 2015-01-05. Total Loss
Vehicle Theft reported on 2015-01-01. Minor Damage
Single Vehicle Collision reported on 2015-01-26. Major Damage
Multi-vehicle Collision reported on 2015-02-13. Major Damage
Single Vehicle Collision reported on 2015-01-14. Minor Damage
Multi-vehicle Collision reported on 2015-01-31. Major Damage
Multi-vehicle Collision reported on 2015-01-22. Minor Damage
Single Vehicle Collision reported on 2015-01-30. Minor Damage
Single Vehicle Collision reported on 2015-02-17. Total Loss
Single Vehicle Collision reported on 2015-02-20. Total Loss
Multi-vehicle Collision reported on 2015-02-04. Minor Damage
Single Vehicle Collision reported on 2015-02-23. Total Loss
Multi-vehicle Collision reported on 2015-02-08. Total Loss
Vehicle Theft reported on 2015-02-21. Minor Damage
Multi-vehicle Collision reported on 2015-01-13. Minor Damage
Multi-vehicle Collision reported on 2015-01-17. Major Damage
Single Vehicle Collision reported on 2015-02-18. Minor Damage
Multi-vehicle Collision reported on 2015-01-14. Major Damage
Single Vehicle Collision reported on 2015-01-27. Minor Damage
Vehicle Theft reported on 2015-02-12. Trivial Damage
Multi-vehicle Collision reported on 2015-01-17. Minor Damage
Single Vehicle Collision reported on 2015-01-13. Major Damage
Single Vehicle Collision reported on 2015-01-21. Minor Damage
Single Vehicle Collision reported on 2015-01-01. Minor Damage
Single Vehicle Collision reported on 2015-02-18. Major Damage
Single Vehicle Collision reported on 2015-02-04. Major Damage
Single Vehicle Collision reported on 2015-01-09. Total Loss
Multi-vehicle Collision reported on 2015-02-14. Major Damage
Single Vehicle Collision reported on 2015-01-03. Minor Damage
Multi-vehicle Collision reported on 2015-02-04. Minor Damage
Single Vehicle Collision reported on 2015-01-30. Minor Damage
Multi-vehicle Collision reported on 2015-02-20. Total Loss
Multi-vehicle Collision reported on 2015-01-07. Total Loss
